representation,config_id,role,split_index,record_id,sample,original_symbol,n_seeds,predicted_N_seeds,predicted_S_seeds,predicted_V_seeds,predicted_F_seeds,correct_seed_fraction,all_seeds_missed_F,all_seeds_predicted_N
RAW_1D,BASELINE_CE,baseline,26832,213,185725,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26832,213,185725,F,10,9,0,1,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26832,213,185725,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26832,213,185725,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26834,213,186131,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26834,213,186131,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26834,213,186131,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26834,213,186131,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26838,213,186909,F,10,8,2,0,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26838,213,186909,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26838,213,186909,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26838,213,186909,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26840,213,187316,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26840,213,187316,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26840,213,187316,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26840,213,187316,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26842,213,187704,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26842,213,187704,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26842,213,187704,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26842,213,187704,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26848,213,188874,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26848,213,188874,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26848,213,188874,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26848,213,188874,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26850,213,189265,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26850,213,189265,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26850,213,189265,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26850,213,189265,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26852,213,189660,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26852,213,189660,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26852,213,189660,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26852,213,189660,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26854,213,190050,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26854,213,190050,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26854,213,190050,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26854,213,190050,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26856,213,190456,F,10,9,0,1,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26856,213,190456,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26856,213,190456,F,10,6,0,4,0,0.0,True,False
STFT_2D,WGAN_GP_X5,selected_on_DS1,26856,213,190456,F,10,6,0,4,0,0.0,True,False
RAW_1D,BASELINE_CE,baseline,26858,213,190852,F,10,9,1,0,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26858,213,190852,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26858,213,190852,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26858,213,190852,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26860,213,191244,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26860,213,191244,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26860,213,191244,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26860,213,191244,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26862,213,191636,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26862,213,191636,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26862,213,191636,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26862,213,191636,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26866,213,192422,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26866,213,192422,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26866,213,192422,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26866,213,192422,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26870,213,193212,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26870,213,193212,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26870,213,193212,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26870,213,193212,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26872,213,193600,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26872,213,193600,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26872,213,193600,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26872,213,193600,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26874,213,193991,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26874,213,193991,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26874,213,193991,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26874,213,193991,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26876,213,194384,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26876,213,194384,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26876,213,194384,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26876,213,194384,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26880,213,195180,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26880,213,195180,F,10,9,0,1,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26880,213,195180,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26880,213,195180,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26882,213,195573,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26882,213,195573,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26882,213,195573,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26882,213,195573,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26890,213,197148,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26890,213,197148,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26890,213,197148,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26890,213,197148,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26892,213,197542,F,10,9,0,1,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26892,213,197542,F,10,9,0,1,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26892,213,197542,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26892,213,197542,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26896,213,198341,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26896,213,198341,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26896,213,198341,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26896,213,198341,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26906,213,200313,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26906,213,200313,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26906,213,200313,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26906,213,200313,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26941,213,207223,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26941,213,207223,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26941,213,207223,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26941,213,207223,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26943,213,207616,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26943,213,207616,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26943,213,207616,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26943,213,207616,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26945,213,208016,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26945,213,208016,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26945,213,208016,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26945,213,208016,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26947,213,208418,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26947,213,208418,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26947,213,208418,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26947,213,208418,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26949,213,208801,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26949,213,208801,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26949,213,208801,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26949,213,208801,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26951,213,209195,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26951,213,209195,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26951,213,209195,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26951,213,209195,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26953,213,209586,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26953,213,209586,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26953,213,209586,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26953,213,209586,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26955,213,209984,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26955,213,209984,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26955,213,209984,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26955,213,209984,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26957,213,210371,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26957,213,210371,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26957,213,210371,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26957,213,210371,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26961,213,211168,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26961,213,211168,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26961,213,211168,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26961,213,211168,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26963,213,211562,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26963,213,211562,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26963,213,211562,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26963,213,211562,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26965,213,211954,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26965,213,211954,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26965,213,211954,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26965,213,211954,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26967,213,212354,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26967,213,212354,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26967,213,212354,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26967,213,212354,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26969,213,212753,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26969,213,212753,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26969,213,212753,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26969,213,212753,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26973,213,213534,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26973,213,213534,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26973,213,213534,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26973,213,213534,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26975,213,213941,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26975,213,213941,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26975,213,213941,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26975,213,213941,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26977,213,214328,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26977,213,214328,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26977,213,214328,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26977,213,214328,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26979,213,214722,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26979,213,214722,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26979,213,214722,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26979,213,214722,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26981,213,215110,F,10,9,0,1,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26981,213,215110,F,10,9,1,0,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26981,213,215110,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26981,213,215110,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26983,213,215515,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26983,213,215515,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26983,213,215515,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26983,213,215515,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26985,213,215911,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26985,213,215911,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26985,213,215911,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26985,213,215911,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26987,213,216309,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26987,213,216309,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26987,213,216309,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26987,213,216309,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26989,213,216704,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26989,213,216704,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26989,213,216704,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26989,213,216704,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26991,213,217104,F,10,9,0,1,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26991,213,217104,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27000,213,218879,F,10,7,3,0,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27000,213,218879,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27000,213,218879,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27000,213,218879,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27009,213,220665,F,10,9,1,0,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27009,213,220665,F,10,9,1,0,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,27009,213,220665,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27009,213,220665,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27029,213,224615,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27029,213,224615,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27029,213,224615,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27029,213,224615,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27045,213,227782,F,10,8,2,0,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27045,213,227782,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27045,213,227782,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27045,213,227782,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27051,213,228981,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27051,213,228981,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27051,213,228981,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27051,213,228981,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27063,213,231337,F,10,4,0,6,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27063,213,231337,F,10,4,0,6,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,27063,213,231337,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27063,213,231337,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27282,213,274909,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27282,213,274909,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27282,213,274909,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27282,213,274909,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27284,213,275301,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27284,213,275301,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27284,213,275301,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27284,213,275301,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27290,213,276505,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27290,213,276505,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27290,213,276505,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27290,213,276505,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27292,213,276909,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27292,213,276909,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27292,213,276909,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27292,213,276909,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27294,213,277304,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27294,213,277304,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27294,213,277304,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27294,213,277304,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27296,213,277712,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27296,213,277712,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27296,213,277712,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27296,213,277712,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27306,213,279692,F,10,9,0,1,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27306,213,279692,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27306,213,279692,F,10,9,0,1,0,0.0,True,False
STFT_2D,WGAN_GP_X5,selected_on_DS1,27306,213,279692,F,10,9,0,1,0,0.0,True,False
RAW_1D,BASELINE_CE,baseline,27310,213,280492,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27310,213,280492,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27310,213,280492,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27310,213,280492,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27312,213,280903,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27312,213,280903,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27312,213,280903,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27312,213,280903,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27314,213,281292,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27314,213,281292,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27314,213,281292,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27314,213,281292,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27316,213,281700,F,10,9,0,1,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27316,213,281700,F,10,9,0,1,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,27316,213,281700,F,10,9,0,1,0,0.0,True,False
RAW_1D,BASELINE_CE,baseline,27318,213,282095,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27318,213,282095,F,10,9,0,1,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,27318,213,282095,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27318,213,282095,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27326,213,283683,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27326,213,283683,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27326,213,283683,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,27326,213,283683,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,27334,213,285276,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,27334,213,285276,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,27334,213,285276,F,10,10,0,0,0,0.0,True,True
